f,g,key norm,h,k1 (non-ternary),k1-norm,k2 (ternary),k2-norm,beta1,beta2,total time (seconds)
"0, 1, 1, 0, 1, -1, -1, 0, 0, 1, 1, 1, -1, 0, 0, 1, 0, -1, 0, 1, -1, -1, 0, -1, 1, -1, -1, -1, 0, -1, -1, 1, -1, 0, 1, -1, 0, 0, 1, 1, 0, 1, 0, -1, -1, 0, 1, 1, 1, 0, 0, 1, 0, -1, -1, 1, -1, -1, 1, 1, 0","1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, -1, 1, -1, -1, 0, -1, 1, 0, 0, -1, -1, 1, -1, 1, -1, 1, -1, -1, -1, -1, 0, 0, -1, 1, 1, 1, 0, 0, 0, -1, 0, -1, 0, 1, 1, 0, 1, -1, 0, 1, -1, 1, -1, 1, -1, -1, 0",9.0,"422, 476, 337, 98, 494, 149, 463, 6, 76, 364, 206, 145, 65, 65, 302, 448, 213, 334, 128, 318, 44, 476, 284, 510, 293, 62, 348, 235, 190, 123, 108, 104, 227, 292, 211, 493, 504, 205, 121, 114, 371, 278, 43, 97, 184, 291, 331, 373, 155, 72, 386, 284, 251, 500, 101, 420, 104, 334, 406, 435, 403","-1, -1, 0, 0, 0, 1, 0, 1, 0, -1, -1, 0, -1, 1, 0, -1, 1, -1, 1, -1, 1, 1, 0, -1, 0, 0, 0, -1, 0, -1, 0, 0, 0, -1, -1, -1, 0, 1, -1, 1, 1, 0, 1, -1, 0, 0, 1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 0, 0, 1, -1, -1, -1, 0, -1, 0, 1, 1, 0, -1, -1, -1, 0, 0, -1, 0, 1, 1, -1, 1, 1, -1, -1, 0, 0, -1, -1, 0, -1, 1, 1, 0, 0, -1, -1, -1, 1, 0, 0, -1, 0, 1, 0, -1, 1, 1, 0, 1, -1, 1, 1, 1, 0, 1, 1, -1, 1, 0, -1, 1, 0, 0",9.0,"-1, -1, 0, 0, 0, 1, 0, 1, 0, -1, -1, 0, -1, 1, 0, -1, 1, -1, 1, -1, 1, 1, 0, -1, 0, 0, 0, -1, 0, -1, 0, 0, 0, -1, -1, -1, 0, 1, -1, 1, 1, 0, 1, -1, 0, 0, 1, 1, -1, 1, -1, 1, -1, 1, 1, 1, 1, 0, 0, 1, -1, -1, -1, 0, -1, 0, 1, 1, 0, -1, -1, -1, 0, 0, -1, 0, 1, 1, -1, 1, 1, -1, -1, 0, 0, -1, -1, 0, -1, 1, 1, 0, 0, -1, -1, -1, 1, 0, 0, -1, 0, 1, 0, -1, 1, 1, 0, 1, -1, 1, 1, 1, 0, 1, 1, -1, 1, 0, -1, 1, 0, 0",9.0,2,2,0.8203155994415283
"1, 1, 1, 1, -1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 0, 0, 1, -1, -1, 0, -1, 1, 0, 0, 1, -1, 0, 0, 1, 0, 0, 0, 0, 0, 1, -1, 1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 1, -1, -1, -1, -1, -1, -1, 0, 1, 1, -1, -1, -1","-1, 0, 1, 1, -1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, -1, -1, 1, 1, -1, 1, -1, 1, -1, 1, 0, 0, 0, -1, -1, -1, 0, 0, -1, 1, 1, 1, 0, -1, 1, 0, -1, 0, -1, 1, -1, 0, 0, 1, -1, 0, -1, 1, 1, 1, 0, 0, -1, -1, -1, 0",9.0,"211, 353, 281, 499, 423, 495, 400, 299, 386, 181, 416, 423, 161, 275, 223, 294, 171, 469, 460, 138, 370, 360, 396, 235, 246, 379, 386, 85, 30, 288, 358, 278, 267, 269, 485, 351, 485, 305, 239, 77, 376, 82, 133, 126, 138, 31, 125, 43, 103, 29, 278, 442, 449, 3, 511, 11, 501, 236, 362, 212, 258","1, 0, -1, 1, 0, -1, 0, -1, 1, -1, 0, 0, 1, -1, 0, -1, 1, 1, 1, 0, 0, -1, -1, -1, 0, -1, 0, 1, 1, -1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, -1, -1, 1, 1, -1, 1, -1, 1, -1, 1, 0, 0, 0, -1, -1, -1, 0, 0, -1, 1, 1, 1, -1, 1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 1, -1, -1, -1, -1, -1, -1, 0, 1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 0, 0, 1, -1, -1, 0, -1, 1, 0, 0, 1, -1, 0, 0, 1, 0, 0, 0, 0, 0",9.0,"1, 0, -1, 1, 0, -1, 0, -1, 1, -1, 0, 0, 1, -1, 0, -1, 1, 1, 1, 0, 0, -1, -1, -1, 0, -1, 0, 1, 1, -1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, -1, -1, 1, 1, -1, 1, -1, 1, -1, 1, 0, 0, 0, -1, -1, -1, 0, 0, -1, 1, 1, 1, -1, 1, 0, -1, -1, -1, -1, 0, 0, 0, 0, 1, -1, -1, -1, -1, -1, -1, 0, 1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, -1, 0, 0, 1, -1, -1, 0, -1, 1, 0, 0, 1, -1, 0, 0, 1, 0, 0, 0, 0, 0",9.0,2,2,0.8140661716461182
"0, 1, 1, 0, -1, 0, 0, -1, 1, -1, -1, 1, 0, 1, 0, -1, 0, 0, 1, -1, -1, 0, 1, 1, -1, 1, 1, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, -1, 1, -1, 1, -1, 0, 1, -1, 1, 1, 0, -1, -1, 1, 0, 0, -1, 1, 1, 1, 0, -1, -1","-1, 1, 0, -1, -1, -1, -1, 0, -1, -1, 1, 1, 0, -1, -1, 0, 0, 0, 0, 1, 1, 0, -1, 1, 1, 1, 0, 0, 1, 1, -1, 1, 0, 0, 1, 1, -1, -1, -1, -1, 0, 1, 1, -1, 1, 1, 1, 1, 0, -1, -1, 0, 1, 0, -1, 0, 0, 0, 0, -1, 0",9.0,"80, 233, 181, 244, 289, 474, 212, 493, 462, 457, 436, 34, 326, 344, 158, 431, 24, 450, 34, 371, 368, 324, 149, 258, 224, 84, 167, 466, 363, 62, 245, 25, 191, 505, 166, 264, 498, 416, 266, 146, 506, 92, 443, 120, 120, 105, 158, 222, 251, 193, 266, 292, 338, 53, 191, 508, 482, 165, 16, 26, 405","0, 1, 1, 0, -1, 1, 1, 1, 0, 0, 1, 1, -1, 1, 0, 0, 1, 1, -1, -1, -1, -1, 0, 1, 1, -1, 1, 1, 1, 1, 0, -1, -1, 0, 1, 0, -1, 0, 0, 0, 0, -1, 0, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, 1, 1, 0, -1, -1, 0, 0, 0, 1, -1, -1, 0, 1, 1, -1, 1, 1, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, -1, 1, -1, 1, -1, 0, 1, -1, 1, 1, 0, -1, -1, 1, 0, 0, -1, 1, 1, 1, 0, -1, -1, 0, 1, 1, 0, -1, 0, 0, -1, 1, -1, -1, 1, 0, 1, 0, -1, 0, 0",9.0,"0, 1, 1, 0, -1, 1, 1, 1, 0, 0, 1, 1, -1, 1, 0, 0, 1, 1, -1, -1, -1, -1, 0, 1, 1, -1, 1, 1, 1, 1, 0, -1, -1, 0, 1, 0, -1, 0, 0, 0, 0, -1, 0, -1, 1, 0, -1, -1, -1, -1, 0, -1, -1, 1, 1, 0, -1, -1, 0, 0, 0, 1, -1, -1, 0, 1, 1, -1, 1, 1, 0, -1, 0, 1, 0, -1, 0, -1, 0, 1, 0, -1, 1, -1, 1, -1, 0, 1, -1, 1, 1, 0, -1, -1, 1, 0, 0, -1, 1, 1, 1, 0, -1, -1, 0, 1, 1, 0, -1, 0, 0, -1, 1, -1, -1, 1, 0, 1, 0, -1, 0, 0",9.0,2,2,0.744990348815918
"1, -1, 0, 1, -1, 0, 1, -1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, -1, -1, 1, -1, 0, 1, -1, 1, -1, 1, 1, -1, -1, 0, -1, 0, 0, -1, 1, 0, -1, 1, -1, -1, 0, 0, -1, 0, 1, 1, -1, 1, 1, 1, -1, 1, 0, -1, 0, -1, 0, 0","-1, 0, 0, -1, 1, 0, 0, -1, -1, -1, 0, 1, 1, 1, 0, -1, -1, 0, -1, 1, 1, 0, 1, 1, 1, 0, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, -1, 1, -1, 0, 0, 0, -1, -1, -1, 0, 1, 0, 0, 0, -1, 0, -1, -1, 0, 0, 1, 0, -1, 0, -1",9.0,"501, 89, 219, 65, 219, 20, 133, 87, 49, 165, 213, 210, 347, 87, 202, 152, 176, 237, 326, 491, 369, 500, 386, 369, 234, 490, 406, 109, 465, 173, 364, 18, 20, 373, 389, 101, 367, 396, 302, 192, 189, 257, 96, 226, 291, 431, 101, 118, 106, 107, 469, 137, 356, 209, 499, 312, 7, 474, 99, 297, 56","0, 1, 1, 0, 1, -1, -1, 0, -1, -1, -1, 0, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 0, 0, 0, 1, 1, 1, 0, -1, 0, 0, 0, 1, 0, 1, 1, 0, 0, -1, 0, 1, 0, 1, 1, 0, 0, 1, -1, 0, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, -1, 0, 1, 1, -1, 1, 0, -1, 1, -1, 1, -1, -1, 1, 1, 0, 1, 0, 0, 1, -1, 0, 1, -1, 1, 1, 0, 0, 1, 0, -1, -1, 1, -1, -1, -1, 1, -1, 0, 1, 0, 1, 0, 0, -1, 1, 0, -1, 1, 0, -1, 1, -1, 0, -1, 0, 0, 0",9.0,"0, 1, 1, 0, 1, -1, -1, 0, -1, -1, -1, 0, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, 1, -1, 1, 0, 0, 0, 1, 1, 1, 0, -1, 0, 0, 0, 1, 0, 1, 1, 0, 0, -1, 0, 1, 0, 1, 1, 0, 0, 1, -1, 0, 0, 1, 1, 1, 0, -1, -1, -1, -1, -1, 0, -1, 0, 1, 1, -1, 1, 0, -1, 1, -1, 1, -1, -1, 1, 1, 0, 1, 0, 0, 1, -1, 0, 1, -1, 1, 1, 0, 0, 1, 0, -1, -1, 1, -1, -1, -1, 1, -1, 0, 1, 0, 1, 0, 0, -1, 1, 0, -1, 1, 0, -1, 1, -1, 0, -1, 0, 0, 0",9.0,2,2,0.7875401973724365
"1, 1, -1, -1, 1, 0, -1, 1, 0, -1, 0, -1, -1, -1, 0, -1, 0, 0, 0, 1, -1, 1, -1, -1, -1, 0, 1, 0, 1, 1, 1, 0, -1, -1, 1, 0, -1, 1, 0, 0, 1, 1, -1, 1, -1, 0, 0, 0, 1, 1, 1, 0, -1, -1, 0, 1, -1, 0, 1, 1, 0","-1, -1, -1, -1, 0, -1, 0, 1, -1, 0, -1, 1, -1, 1, 0, -1, -1, 0, -1, 1, 1, 0, 1, 1, 0, 0, 1, -1, 1, 1, -1, 0, 0, 1, 0, 0, -1, -1, -1, 1, -1, -1, 0, 0, 0, 1, -1, 0, 1, -1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1",9.0,"249, 66, 31, 5, 121, 409, 439, 198, 164, 272, 276, 214, 285, 182, 458, 455, 231, 116, 168, 27, 55, 269, 271, 29, 41, 215, 462, 223, 331, 55, 434, 56, 284, 58, 150, 210, 280, 100, 324, 171, 350, 410, 39, 47, 317, 287, 273, 204, 403, 258, 476, 80, 302, 36, 336, 319, 277, 50, 307, 409, 260","1, -1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, -1, -1, -1, -1, 0, -1, 0, 1, -1, 0, -1, 1, -1, 1, 0, -1, -1, 0, -1, 1, 1, 0, 1, 1, 0, 0, 1, -1, 1, 1, -1, 0, 0, 1, 0, 0, -1, -1, -1, 1, -1, -1, 0, 0, 0, 1, -1, 0, 1, 1, 1, 0, -1, -1, 0, 1, -1, 0, 1, 1, 0, 1, 1, -1, -1, 1, 0, -1, 1, 0, -1, 0, -1, -1, -1, 0, -1, 0, 0, 0, 1, -1, 1, -1, -1, -1, 0, 1, 0, 1, 1, 1, 0, -1, -1, 1, 0, -1, 1, 0, 0, 1, 1, -1, 1, -1, 0, 0, 0",9.0,"1, -1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, -1, -1, -1, -1, 0, -1, 0, 1, -1, 0, -1, 1, -1, 1, 0, -1, -1, 0, -1, 1, 1, 0, 1, 1, 0, 0, 1, -1, 1, 1, -1, 0, 0, 1, 0, 0, -1, -1, -1, 1, -1, -1, 0, 0, 0, 1, -1, 0, 1, 1, 1, 0, -1, -1, 0, 1, -1, 0, 1, 1, 0, 1, 1, -1, -1, 1, 0, -1, 1, 0, -1, 0, -1, -1, -1, 0, -1, 0, 0, 0, 1, -1, 1, -1, -1, -1, 0, 1, 0, 1, 1, 1, 0, -1, -1, 1, 0, -1, 1, 0, 0, 1, 1, -1, 1, -1, 0, 0, 0",9.0,2,2,0.7405714988708496
"-1, -1, -1, 0, 1, 1, 0, 1, 0, 0, -1, -1, 0, 1, -1, 1, 1, -1, -1, -1, 0, 0, 1, 1, -1, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, -1, 1, 1, 1, 0, 0, -1, 0, 0, -1, 1, -1, -1, -1, 1, -1, 1, 1, 0, -1, 1, 1","-1, 0, 1, 0, 1, -1, -1, 1, -1, 0, 0, 0, -1, 1, 1, -1, 0, -1, 0, -1, -1, -1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, -1, 0, 1, 0, 1, 0, -1, 0, -1, 0, 0, 1, -1, 1, -1, 0, 0, 1, 0, 1, 0, -1, -1, -1, 1, -1, 0, -1",9.0,"354, 411, 393, 172, 229, 479, 115, 52, 182, 398, 157, 274, 304, 416, 414, 414, 270, 341, 317, 7, 275, 471, 498, 454, 43, 244, 369, 491, 491, 233, 170, 260, 52, 146, 140, 360, 6, 254, 500, 302, 183, 202, 370, 51, 339, 408, 423, 382, 187, 135, 508, 298, 203, 436, 238, 73, 434, 352, 223, 418, 87","1, 0, 1, 0, -1, 0, -1, 0, 0, 1, -1, 1, -1, 0, 0, 1, 0, 1, 0, -1, -1, -1, 1, -1, 0, -1, -1, 0, 1, 0, 1, -1, -1, 1, -1, 0, 0, 0, -1, 1, 1, -1, 0, -1, 0, -1, -1, -1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, -1, 0, 1, 0, 1, 1, -1, 1, 1, 1, 0, 0, -1, 0, 0, -1, 1, -1, -1, -1, 1, -1, 1, 1, 0, -1, 1, 1, -1, -1, -1, 0, 1, 1, 0, 1, 0, 0, -1, -1, 0, 1, -1, 1, 1, -1, -1, -1, 0, 0, 1, 1, -1, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0",9.0,"1, 0, 1, 0, -1, 0, -1, 0, 0, 1, -1, 1, -1, 0, 0, 1, 0, 1, 0, -1, -1, -1, 1, -1, 0, -1, -1, 0, 1, 0, 1, -1, -1, 1, -1, 0, 0, 0, -1, 1, 1, -1, 0, -1, 0, -1, -1, -1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, -1, 0, 1, 0, 1, 1, -1, 1, 1, 1, 0, 0, -1, 0, 0, -1, 1, -1, -1, -1, 1, -1, 1, 1, 0, -1, 1, 1, -1, -1, -1, 0, 1, 1, 0, 1, 0, 0, -1, -1, 0, 1, -1, 1, 1, -1, -1, -1, 0, 0, 1, 1, -1, 0, 0, -1, -1, 0, 1, 0, 0, 0, 0",9.0,2,2,0.801572322845459
"-1, 1, -1, 1, 0, 1, -1, -1, 1, 0, 0, 0, 1, -1, 1, 1, 1, 0, 0, 1, 0, -1, 1, -1, -1, -1, -1, 0, 1, -1, 0, 0, 0, -1, -1, 0, 0, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 1, -1, 1, 1, 1, 1, -1, 0, 0, 0, 0, 1, 1, 0","1, 0, -1, 0, 1, -1, 0, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 1, -1, 0, 1, 1, -1, 0, 0, 0, 1, 1, -1, -1, 1, -1, 1, 0, -1, 1, 1, 0, -1, -1, 1, 0, 1, -1, 0, -1, 1, 1, -1, -1, 0, 1, 1, 0, -1, -1, 0, 0, 0, 0, 0",9.0,"345, 154, 110, 489, 212, 502, 264, 181, 42, 426, 75, 502, 506, 484, 258, 380, 23, 336, 439, 343, 82, 55, 139, 141, 129, 197, 206, 112, 111, 216, 49, 65, 49, 8, 45, 475, 439, 416, 418, 240, 75, 478, 101, 396, 102, 180, 233, 58, 135, 503, 470, 168, 386, 222, 275, 503, 52, 510, 326, 202, 322","0, 0, 0, 1, 0, -1, 0, 1, -1, 0, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 1, -1, 0, 1, 1, -1, 0, 0, 0, 1, 1, -1, -1, 1, -1, 1, 0, -1, 1, 1, 0, -1, -1, 1, 0, 1, -1, 0, -1, 1, 1, -1, -1, 0, 1, 1, 0, -1, -1, 0, 0, 1, 1, 0, -1, 1, -1, 1, 0, 1, -1, -1, 1, 0, 0, 0, 1, -1, 1, 1, 1, 0, 0, 1, 0, -1, 1, -1, -1, -1, -1, 0, 1, -1, 0, 0, 0, -1, -1, 0, 0, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 1, -1, 1, 1, 1, 1, -1, 0, 0, 0, 0",9.0,"0, 0, 0, 1, 0, -1, 0, 1, -1, 0, 1, 0, -1, 0, 1, -1, -1, 0, 1, -1, 1, -1, 0, 1, 1, -1, 0, 0, 0, 1, 1, -1, -1, 1, -1, 1, 0, -1, 1, 1, 0, -1, -1, 1, 0, 1, -1, 0, -1, 1, 1, -1, -1, 0, 1, 1, 0, -1, -1, 0, 0, 1, 1, 0, -1, 1, -1, 1, 0, 1, -1, -1, 1, 0, 0, 0, 1, -1, 1, 1, 1, 0, 0, 1, 0, -1, 1, -1, -1, -1, -1, 0, 1, -1, 0, 0, 0, -1, -1, 0, 0, -1, -1, 0, 1, 1, 1, 0, -1, -1, -1, 1, -1, 1, 1, 1, 1, -1, 0, 0, 0, 0",9.0,2,2,0.789522647857666
"-1, -1, 1, 0, 0, 1, -1, 0, 0, -1, 1, -1, 1, 0, 0, -1, 1, 1, -1, -1, 0, 0, 0, 0, 0, 1, -1, -1, 1, 0, 1, 1, 1, 1, 0, 1, -1, 0, -1, -1, 0, 1, 0, 1, 1, -1, 1, -1, 0, -1, 0, -1, 1, 1, -1, -1, 1, 1, 0, 0, -1","-1, 1, -1, 1, 0, 0, 1, 0, -1, 1, -1, 0, 0, -1, 1, 1, 0, -1, 1, 1, 0, -1, -1, -1, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, -1, -1, 1, 1, 1, 0, 1, -1, 1, -1, 1, 1, 0, -1, 0, -1, -1, 0, 1, 1, 1, 1, -1, 1",9.0,"406, 97, 286, 258, 340, 342, 203, 45, 306, 204, 132, 173, 25, 38, 111, 365, 187, 2, 225, 207, 507, 341, 281, 230, 449, 129, 59, 432, 223, 177, 366, 415, 146, 425, 62, 460, 79, 68, 43, 131, 325, 202, 188, 395, 416, 498, 159, 374, 373, 317, 302, 20, 466, 379, 467, 154, 64, 511, 108, 442, 225","0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, -1, -1, -1, 0, -1, 1, -1, 1, -1, -1, 0, 1, 0, 1, 1, 0, -1, -1, -1, -1, 1, -1, 1, -1, 1, -1, 0, 0, -1, 0, 1, -1, 1, 0, 0, 1, -1, -1, 0, 1, -1, -1, 0, 1, 1, 1, 0, -1, 1, 1, -1, 0, -1, -1, -1, -1, 0, -1, 1, 0, 1, 1, 0, -1, 0, -1, -1, 1, -1, 1, 0, 1, 0, 1, -1, -1, 1, 1, -1, -1, 0, 0, 1, 1, 1, -1, 0, 0, -1, 1, 0, 0, 1, -1, 1, -1, 0, 0, 1, -1, -1, 1, 1, 0, 0, 0, 0, 0",9.0,"0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, -1, -1, -1, 0, -1, 1, -1, 1, -1, -1, 0, 1, 0, 1, 1, 0, -1, -1, -1, -1, 1, -1, 1, -1, 1, -1, 0, 0, -1, 0, 1, -1, 1, 0, 0, 1, -1, -1, 0, 1, -1, -1, 0, 1, 1, 1, 0, -1, 1, 1, -1, 0, -1, -1, -1, -1, 0, -1, 1, 0, 1, 1, 0, -1, 0, -1, -1, 1, -1, 1, 0, 1, 0, 1, -1, -1, 1, 1, -1, -1, 0, 0, 1, 1, 1, -1, 0, 0, -1, 1, 0, 0, 1, -1, 1, -1, 0, 0, 1, -1, -1, 1, 1, 0, 0, 0, 0, 0",9.0,2,2,0.7536096572875977
"1, 0, 0, -1, 1, -1, 1, -1, -1, 1, -1, 1, 1, 0, 0, 0, -1, 1, 0, 1, 0, 1, -1, 0, 0, -1, 0, 1, 1, -1, 1, -1, 1, -1, 1, 1, 0, -1, -1, 0, 0, 0, -1, -1, 1, -1, 0, 0, 1, -1, 1, 1, 1, -1, 0, 0, -1, 1, 0, 0, -1","1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, 0, 0, -1, 1, 1, -1, -1, 0, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1, 0, 0, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1, 0, 0, 0, 0, 1, -1, 0, 0, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, -1",9.0,"336, 13, 448, 31, 80, 329, 303, 412, 297, 505, 414, 224, 386, 224, 166, 162, 402, 399, 27, 128, 492, 212, 286, 326, 154, 462, 394, 388, 340, 441, 394, 148, 160, 271, 408, 20, 178, 348, 43, 260, 363, 234, 155, 388, 351, 267, 345, 98, 205, 328, 266, 501, 396, 215, 327, 253, 69, 126, 160, 260, 66","0, 0, 0, 0, -1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, -1, 0, 0, -1, 1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 1, -1, -1, 1, 1, 0, 1, -1, -1, -1, 1, 1, -1, -1, 1, -1, 0, 0, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1, 1, 1, -1, 1, 0, 0, -1, 1, -1, -1, -1, 1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 1, -1, 1, 1, -1, 1, -1, -1, 0, 0, 0, 1, -1, 0, -1, 0, -1, 1, 0, 0, 1, 0, -1, -1, 1, -1, 1, -1, 1, -1, -1, 0, 1, 1, 0, 0, 0",9.0,"0, 0, 0, 0, -1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, -1, 0, 0, -1, 1, 0, 0, -1, 1, 0, 0, -1, 0, 0, 1, -1, -1, 1, 1, 0, 1, -1, -1, -1, 1, 1, -1, -1, 1, -1, 0, 0, -1, -1, 1, -1, 1, 1, -1, -1, -1, -1, 1, 1, -1, 1, 0, 0, -1, 1, -1, -1, -1, 1, 0, 0, 1, -1, 0, 0, 1, -1, 0, 0, 1, -1, 1, -1, 1, 1, -1, 1, -1, -1, 0, 0, 0, 1, -1, 0, -1, 0, -1, 1, 0, 0, 1, 0, -1, -1, 1, -1, 1, -1, 1, -1, -1, 0, 1, 1, 0, 0, 0",9.0,2,2,0.7808084487915039
"-1, 1, 0, -1, 1, 1, -1, -1, 1, 1, 1, -1, -1, 1, -1, 1, 1, 0, 0, 1, 0, 0, 1, -1, 0, 0, -1, 1, -1, -1, 1, 1, -1, 1, 0, -1, 1, -1, 0, -1, 0, 0, 0, -1, 1, 0, -1, 0, -1, -1, 1, 1, 0, -1, 1, 0, 0, 0, 0, 0, 1","0, 0, -1, 0, 0, 1, -1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, -1, 1, -1, 1, 1, -1, 1, 1, 1, -1, -1, 0, 0, 0, -1, -1, 1, -1, -1, 1, -1, 1, 0, 1, -1, 0, -1, 1, 0, -1, 1, 1, -1, -1, 0, -1, 0, 0, 1, 1, -1, 1, -1",9.0,"58, 255, 498, 305, 74, 163, 29, 275, 137, 101, 411, 124, 384, 27, 487, 370, 59, 326, 267, 87, 67, 359, 391, 459, 238, 31, 436, 400, 32, 445, 242, 224, 180, 97, 48, 172, 507, 283, 470, 203, 471, 8, 442, 457, 159, 223, 485, 350, 207, 427, 444, 468, 456, 191, 13, 504, 208, 318, 460, 183, 189","1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, -1, 1, -1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 0, 0, 0, 1, 1, -1, 1, 1, -1, 1, -1, 0, -1, 1, 0, 1, -1, 0, 1, -1, -1, 1, 1, 0, 1, 0, 0, -1, -1, 1, -1, -1, 1, -1, 0, 1, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1, 1, -1, -1, 0, 0, -1, 0, 0, -1, 1, 0, 0, 1, -1, 1, 1, -1, -1, 1, -1, 0, 1, -1, 1, 0, 1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 1, -1, -1, 0, 1, -1, 0, 0, 0, 0, 0",9.0,"1, 0, 0, 1, 0, 0, -1, 1, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, -1, 1, -1, 1, -1, -1, 1, -1, -1, -1, 1, 1, 0, 0, 0, 1, 1, -1, 1, 1, -1, 1, -1, 0, -1, 1, 0, 1, -1, 0, 1, -1, -1, 1, 1, 0, 1, 0, 0, -1, -1, 1, -1, -1, 1, -1, 0, 1, -1, -1, 1, 1, -1, -1, -1, 1, 1, -1, 1, -1, -1, 0, 0, -1, 0, 0, -1, 1, 0, 0, 1, -1, 1, 1, -1, -1, 1, -1, 0, 1, -1, 1, 0, 1, 0, 0, 0, 1, -1, 0, 1, 0, 1, 1, -1, -1, 0, 1, -1, 0, 0, 0, 0, 0",9.0,2,2,0.990652322769165
