f,g,key norm,h,k1 (non-ternary),k1-norm,k2 (ternary),k2-norm,beta1,beta2,total time (seconds)
"-1, -1, 1, -1, 0, -1, 1, 0, 1, 1, 1, 1, 0, 0, -1, 1, 0, 0, 0, 1, 1, 0, 1, -1, 0, -1, 1, 0, 1, 0, -1, 1, 0, 1, -1, 1, 0, 0, -1, -1, 1, 0, 1, 0, -1, 0, -1, -1, -1, 1, -1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 0","0, -1, -1, -1, 1, 1, -1, 1, 1, -1, -1, 0, -1, 1, 0, -1, 0, 1, 0, -1, -1, 0, 0, 0, 0, 1, 0, 0, 1, -1, -1, 1, 1, 0, 0, 0, 1, 0, 1, -1, 1, -1, 0, 1, 0, 1, 0, 0, 1, 0, -1, 1, -1, -1, 1, 0, -1, 1, -1, -1, 1",9.0,"509, 416, 498, 239, 101, 431, 264, 461, 243, 380, 413, 423, 396, 231, 465, 221, 72, 404, 122, 411, 180, 347, 239, 407, 58, 276, 167, 400, 282, 101, 450, 16, 431, 417, 40, 19, 294, 246, 226, 292, 196, 154, 122, 303, 354, 131, 135, 282, 232, 158, 503, 139, 202, 198, 419, 480, 231, 268, 37, 158, 94","0, -1, -1, 0, 0, 0, 0, 1, 0, 0, 1, -1, -1, 1, 1, 0, 0, 0, 1, 0, 1, -1, 1, -1, 0, 1, 0, 1, 0, 0, 1, 0, -1, 1, -1, -1, 1, 0, -1, 1, -1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1, 1, -1, -1, 0, -1, 1, 0, -1, 0, 1, 0, 1, 1, 0, 1, -1, 0, -1, 1, 0, 1, 0, -1, 1, 0, 1, -1, 1, 0, 0, -1, -1, 1, 0, 1, 0, -1, 0, -1, -1, -1, 1, -1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 0, -1, -1, 1, -1, 0, -1, 1, 0, 1, 1, 1, 1, 0, 0, -1, 1, 0, 0",9.0,"0, -1, -1, 0, 0, 0, 0, 1, 0, 0, 1, -1, -1, 1, 1, 0, 0, 0, 1, 0, 1, -1, 1, -1, 0, 1, 0, 1, 0, 0, 1, 0, -1, 1, -1, -1, 1, 0, -1, 1, -1, -1, 1, 0, -1, -1, -1, 1, 1, -1, 1, 1, -1, -1, 0, -1, 1, 0, -1, 0, 1, 0, 1, 1, 0, 1, -1, 0, -1, 1, 0, 1, 0, -1, 1, 0, 1, -1, 1, 0, 0, -1, -1, 1, 0, 1, 0, -1, 0, -1, -1, -1, 1, -1, -1, -1, 1, 0, -1, -1, 1, 1, 0, 0, -1, -1, 1, -1, 0, -1, 1, 0, 1, 1, 1, 1, 0, 0, -1, 1, 0, 0",9.0,2,2,0.7805590629577637
"1, 1, -1, 0, 0, -1, 0, 1, 1, 0, -1, 1, 0, -1, 1, 1, 0, -1, -1, 1, 1, 0, 0, 1, -1, 0, -1, 0, -1, -1, 0, -1, 0, -1, 1, 1, 1, -1, 1, -1, -1, -1, 0, 1, -1, 0, 1, -1, -1, 1, 1, 0, 0, 1, 1, 0, -1, 1, 0, 0, 0","0, 0, 1, -1, -1, 1, -1, -1, 1, 1, 1, -1, 0, 1, 0, -1, 1, 0, 0, -1, -1, 0, -1, 0, 1, 1, 0, 1, 0, 1, -1, 0, 0, -1, -1, 0, -1, 1, 1, 1, -1, -1, -1, 0, 1, 1, -1, 0, 0, -1, 1, 0, 1, 1, 0, 0, 0, -1, -1, 0, 1",9.0,"254, 392, 464, 327, 14, 354, 348, 320, 206, 54, 216, 502, 111, 172, 147, 100, 311, 479, 224, 37, 159, 426, 441, 397, 50, 63, 229, 38, 98, 14, 114, 461, 454, 47, 374, 358, 370, 487, 174, 465, 467, 52, 355, 368, 15, 352, 180, 233, 88, 385, 4, 36, 47, 306, 364, 124, 461, 445, 389, 417, 21","1, 1, -1, 0, 1, 0, -1, 1, 0, 0, -1, -1, 0, -1, 0, 1, 1, 0, 1, 0, 1, -1, 0, 0, -1, -1, 0, -1, 1, 1, 1, -1, -1, -1, 0, 1, 1, -1, 0, 0, -1, 1, 0, 1, 1, 0, 0, 0, -1, -1, 0, 1, 0, 0, 1, -1, -1, 1, -1, -1, 1, 0, -1, 1, 0, -1, 1, 1, 0, -1, -1, 1, 1, 0, 0, 1, -1, 0, -1, 0, -1, -1, 0, -1, 0, -1, 1, 1, 1, -1, 1, -1, -1, -1, 0, 1, -1, 0, 1, -1, -1, 1, 1, 0, 0, 1, 1, 0, -1, 1, 0, 0, 0, 1, 1, -1, 0, 0, -1, 0, 1, 1",9.0,"1, 1, -1, 0, 1, 0, -1, 1, 0, 0, -1, -1, 0, -1, 0, 1, 1, 0, 1, 0, 1, -1, 0, 0, -1, -1, 0, -1, 1, 1, 1, -1, -1, -1, 0, 1, 1, -1, 0, 0, -1, 1, 0, 1, 1, 0, 0, 0, -1, -1, 0, 1, 0, 0, 1, -1, -1, 1, -1, -1, 1, 0, -1, 1, 0, -1, 1, 1, 0, -1, -1, 1, 1, 0, 0, 1, -1, 0, -1, 0, -1, -1, 0, -1, 0, -1, 1, 1, 1, -1, 1, -1, -1, -1, 0, 1, -1, 0, 1, -1, -1, 1, 1, 0, 0, 1, 1, 0, -1, 1, 0, 0, 0, 1, 1, -1, 0, 0, -1, 0, 1, 1",9.0,2,2,0.7301852703094482
"0, -1, -1, -1, -1, 0, 1, 0, -1, 1, 1, -1, 1, 0, 1, 0, 0, 1, -1, -1, 0, 0, 1, 0, 1, 0, 0, 0, 1, -1, 0, 1, 0, 1, -1, 0, -1, 1, 1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, 1, -1, -1, 1, 0, 1, 0, -1, -1, 0, 1, 1","-1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, -1, 0, 1, 0, 1, 0, -1, 0, 0, 1, -1, 0, 0, 0, -1, -1, 1, -1, 1, -1, 0, 1, 1, -1, 1, -1, 0, -1, -1, 1, 0, -1, -1, -1, 0, 1, -1, 0, 0, 1, -1, 0, -1, -1, 0, 0, 1, -1",9.0,"315, 25, 184, 247, 370, 6, 149, 108, 95, 178, 242, 300, 184, 158, 139, 307, 429, 443, 137, 98, 111, 271, 482, 12, 43, 216, 365, 449, 170, 105, 71, 211, 226, 334, 422, 458, 464, 307, 81, 7, 398, 509, 451, 378, 268, 20, 154, 340, 314, 491, 229, 17, 298, 234, 182, 25, 268, 83, 44, 309, 405","-1, 1, -1, 1, -1, 0, 1, 1, -1, 1, -1, 0, -1, -1, 1, 0, -1, -1, -1, 0, 1, -1, 0, 0, 1, -1, 0, -1, -1, 0, 0, 1, -1, -1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, -1, 0, 1, 0, 1, 0, -1, 0, 0, 1, -1, 0, 0, 0, -1, 1, -1, 0, 1, 0, 1, -1, 0, -1, 1, 1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, 1, -1, -1, 1, 0, 1, 0, -1, -1, 0, 1, 1, 0, -1, -1, -1, -1, 0, 1, 0, -1, 1, 1, -1, 1, 0, 1, 0, 0, 1, -1, -1, 0, 0, 1, 0, 1, 0, 0, 0",9.0,"-1, 1, -1, 1, -1, 0, 1, 1, -1, 1, -1, 0, -1, -1, 1, 0, -1, -1, -1, 0, 1, -1, 0, 0, 1, -1, 0, -1, -1, 0, 0, 1, -1, -1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, -1, 0, 1, 0, 1, 0, -1, 0, 0, 1, -1, 0, 0, 0, -1, 1, -1, 0, 1, 0, 1, -1, 0, -1, 1, 1, -1, 0, 1, 1, 1, 0, -1, -1, -1, -1, 1, -1, -1, 1, 0, 1, 0, -1, -1, 0, 1, 1, 0, -1, -1, -1, -1, 0, 1, 0, -1, 1, 1, -1, 1, 0, 1, 0, 0, 1, -1, -1, 0, 0, 1, 0, 1, 0, 0, 0",9.0,2,2,0.7348315715789795
"-1, 1, 0, -1, 1, 1, 0, 1, 1, 1, -1, 0, 1, -1, 1, 1, -1, -1, -1, 1, 1, -1, 0, 0, 0, 1, 1, -1, 1, 0, 1, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, -1, 0, 0, 1, 0, 1, 0, -1, 0, 1, -1, 1, 0, -1, -1, 1, -1, 1, 0, 0","0, 1, -1, 1, 0, 0, 1, 1, -1, -1, 0, -1, -1, 1, 1, -1, 1, 1, 0, 1, 1, -1, -1, -1, -1, -1, 1, 0, -1, 1, 1, -1, 1, 0, 0, 1, 0, -1, 1, -1, 0, -1, -1, 0, 0, -1, 0, 0, 1, 1, -1, 0, -1, 0, 0, 0, 1, 1, 0, 0, 0",9.0,"155, 272, 392, 464, 471, 446, 121, 313, 78, 10, 161, 228, 32, 415, 189, 275, 49, 459, 195, 200, 134, 373, 282, 472, 294, 375, 507, 367, 359, 481, 337, 105, 323, 492, 26, 126, 416, 150, 337, 121, 21, 364, 482, 167, 284, 82, 167, 80, 188, 297, 59, 408, 178, 442, 257, 81, 472, 289, 51, 250, 251","-1, 1, -1, 0, -1, -1, 0, 0, -1, 0, 0, 1, 1, -1, 0, -1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, -1, 1, 0, 0, 1, 1, -1, -1, 0, -1, -1, 1, 1, -1, 1, 1, 0, 1, 1, -1, -1, -1, -1, -1, 1, 0, -1, 1, 1, -1, 1, 0, 0, 1, 0, -1, 0, -1, -1, -1, 0, 0, 1, 0, 1, 0, -1, 0, 1, -1, 1, 0, -1, -1, 1, -1, 1, 0, 0, -1, 1, 0, -1, 1, 1, 0, 1, 1, 1, -1, 0, 1, -1, 1, 1, -1, -1, -1, 1, 1, -1, 0, 0, 0, 1, 1, -1, 1, 0, 1, -1, -1, 0, 0, 0, 0",9.0,"-1, 1, -1, 0, -1, -1, 0, 0, -1, 0, 0, 1, 1, -1, 0, -1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, -1, 1, 0, 0, 1, 1, -1, -1, 0, -1, -1, 1, 1, -1, 1, 1, 0, 1, 1, -1, -1, -1, -1, -1, 1, 0, -1, 1, 1, -1, 1, 0, 0, 1, 0, -1, 0, -1, -1, -1, 0, 0, 1, 0, 1, 0, -1, 0, 1, -1, 1, 0, -1, -1, 1, -1, 1, 0, 0, -1, 1, 0, -1, 1, 1, 0, 1, 1, 1, -1, 0, 1, -1, 1, 1, -1, -1, -1, 1, 1, -1, 0, 0, 0, 1, 1, -1, 1, 0, 1, -1, -1, 0, 0, 0, 0",9.0,2,2,0.8134527206420898
"-1, 0, 1, 1, -1, 0, -1, 0, -1, -1, 0, -1, 1, 0, 1, -1, 0, 0, -1, 0, 1, 1, -1, 0, 0, -1, 1, -1, 1, 1, 0, 1, -1, 1, -1, 1, 0, 0, 1, -1, 1, 1, 1, -1, 0, 0, 1, 0, 0, -1, 0, -1, -1, 0, 0, 1, -1, 1, 1, -1, 1","0, 0, 0, 0, -1, 0, -1, -1, -1, 1, 1, 1, 1, 0, 0, 1, -1, 0, 0, -1, 1, 1, 1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 0, 0, 1, 0, -1, 1, 0, 0, -1, -1, 1, -1, 0, 0, 1, 0, 0, 0, 0, -1, 1, 1, 1, 0, 1, -1, -1",9.0,"347, 332, 62, 206, 373, 276, 273, 233, 136, 9, 241, 381, 91, 116, 40, 498, 477, 180, 408, 62, 74, 168, 4, 4, 369, 477, 387, 124, 231, 379, 489, 389, 503, 391, 364, 299, 290, 466, 107, 239, 258, 353, 174, 124, 192, 238, 74, 497, 500, 476, 508, 404, 397, 386, 321, 205, 296, 318, 367, 141, 172","-1, 1, 0, 0, -1, -1, 1, -1, 0, 0, 1, 0, 0, 0, 0, -1, 1, 1, 1, 0, 1, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, -1, 1, 1, 1, 1, 0, 0, 1, -1, 0, 0, -1, 1, 1, 1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 0, 0, 1, 0, 1, -1, 1, 1, 1, -1, 0, 0, 1, 0, 0, -1, 0, -1, -1, 0, 0, 1, -1, 1, 1, -1, 1, -1, 0, 1, 1, -1, 0, -1, 0, -1, -1, 0, -1, 1, 0, 1, -1, 0, 0, -1, 0, 1, 1, -1, 0, 0, -1, 1, -1, 1, 1, 0, 1, -1, 1, -1, 1, 0, 0",9.0,"-1, 1, 0, 0, -1, -1, 1, -1, 0, 0, 1, 0, 0, 0, 0, -1, 1, 1, 1, 0, 1, -1, -1, 0, 0, 0, 0, -1, 0, -1, -1, -1, 1, 1, 1, 1, 0, 0, 1, -1, 0, 0, -1, 1, 1, 1, 1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, 0, 0, 1, 0, 1, -1, 1, 1, 1, -1, 0, 0, 1, 0, 0, -1, 0, -1, -1, 0, 0, 1, -1, 1, 1, -1, 1, -1, 0, 1, 1, -1, 0, -1, 0, -1, -1, 0, -1, 1, 0, 1, -1, 0, 0, -1, 0, 1, 1, -1, 0, 0, -1, 1, -1, 1, 1, 0, 1, -1, 1, -1, 1, 0, 0",9.0,2,2,0.7489166259765625
"1, -1, 1, -1, 0, -1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, -1, -1, 1, 0, -1, 0, -1, 1, 0, -1, -1, -1, 0, -1, 0, 0, 1, -1, 1, -1, 1, -1, 1, 1, 0, 0, -1, 1, -1, 0, -1, 0, 1, 0, 1, 1, -1, 0, 1, -1, -1, 0","1, 1, -1, 1, -1, 0, 0, 0, 0, -1, -1, 0, -1, -1, 1, 1, -1, 0, 0, 1, 0, -1, 1, 0, -1, 1, 1, -1, -1, 0, -1, -1, 0, 0, 1, 1, 0, 0, 0, -1, 1, 1, 0, 0, -1, -1, 1, 1, 1, 1, -1, -1, 0, 0, 1, -1, -1, 1, 0, 1, 0",9.0,"330, 98, 265, 55, 450, 345, 58, 201, 286, 241, 231, 317, 41, 314, 384, 118, 297, 3, 483, 379, 477, 331, 247, 177, 278, 8, 374, 294, 493, 28, 183, 168, 276, 130, 349, 201, 429, 320, 285, 157, 60, 19, 322, 150, 274, 56, 166, 206, 248, 284, 198, 111, 319, 292, 81, 206, 410, 178, 330, 123, 202","-1, 1, 1, -1, 0, 0, 1, 0, -1, 1, 0, -1, 1, 1, -1, -1, 0, -1, -1, 0, 0, 1, 1, 0, 0, 0, -1, 1, 1, 0, 0, -1, -1, 1, 1, 1, 1, -1, -1, 0, 0, 1, -1, -1, 1, 0, 1, 0, 1, 1, -1, 1, -1, 0, 0, 0, 0, -1, -1, 0, -1, 1, 0, 1, 1, 0, 0, -1, -1, 1, 0, -1, 0, -1, 1, 0, -1, -1, -1, 0, -1, 0, 0, 1, -1, 1, -1, 1, -1, 1, 1, 0, 0, -1, 1, -1, 0, -1, 0, 1, 0, 1, 1, -1, 0, 1, -1, -1, 0, 1, -1, 1, -1, 0, -1, 1, 0, 1, 1, 0, 1, 0",9.0,"-1, 1, 1, -1, 0, 0, 1, 0, -1, 1, 0, -1, 1, 1, -1, -1, 0, -1, -1, 0, 0, 1, 1, 0, 0, 0, -1, 1, 1, 0, 0, -1, -1, 1, 1, 1, 1, -1, -1, 0, 0, 1, -1, -1, 1, 0, 1, 0, 1, 1, -1, 1, -1, 0, 0, 0, 0, -1, -1, 0, -1, 1, 0, 1, 1, 0, 0, -1, -1, 1, 0, -1, 0, -1, 1, 0, -1, -1, -1, 0, -1, 0, 0, 1, -1, 1, -1, 1, -1, 1, 1, 0, 0, -1, 1, -1, 0, -1, 0, 1, 0, 1, 1, -1, 0, 1, -1, -1, 0, 1, -1, 1, -1, 0, -1, 1, 0, 1, 1, 0, 1, 0",9.0,2,2,0.8312196731567383
"-1, 1, -1, 0, 1, -1, -1, 0, 1, 1, -1, 0, 1, 0, 0, 1, 0, -1, 0, 0, 1, 1, -1, 1, 0, 1, -1, 0, -1, -1, 0, -1, 1, -1, 0, 1, 0, 0, 1, -1, -1, 0, 0, 1, 1, 0, -1, -1, -1, 1, 1, -1, 1, 0, -1, -1, 0, 1, 1, 1, 0","0, -1, -1, 1, -1, -1, -1, -1, 1, 1, 1, -1, -1, 0, -1, 0, 0, 0, 1, 1, 0, 0, -1, 1, 0, 0, 0, 1, 1, -1, 0, 1, 1, 1, -1, 1, 1, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 1, -1, 1, 1, 1, -1, 0, -1, 1, 0, -1, 0, -1, -1",9.0,"505, 8, 304, 95, 124, 401, 90, 385, 344, 495, 307, 134, 162, 472, 88, 134, 127, 301, 0, 60, 271, 444, 473, 359, 143, 334, 149, 400, 425, 452, 262, 264, 251, 439, 228, 121, 268, 350, 249, 95, 225, 180, 406, 408, 93, 221, 6, 271, 350, 43, 427, 292, 364, 214, 169, 370, 166, 244, 400, 501, 9","0, 0, 1, -1, 0, 0, 0, -1, -1, 1, 0, -1, -1, -1, 1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 1, -1, 0, -1, 1, -1, -1, -1, 1, 0, 1, -1, 0, 1, 0, 1, 1, 0, 1, 1, -1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 0, 1, 0, 0, 0, -1, -1, -1, -1, 1, -1, 0, -1, 1, 0, 1, 1, 0, 1, -1, 1, 0, -1, 0, 0, -1, 1, 1, 0, 0, -1, -1, 0, 1, 1, 1, -1, -1, 1, -1, 0, 1, 1, 0, -1, -1, -1, 0, 1, -1, 1, 0, -1, 1, 1, 0, -1, -1, 1, 0, -1, 0, 0, -1, 0, 1, 0, 0",9.0,"0, 0, 1, -1, 0, 0, 0, -1, -1, 1, 0, -1, -1, -1, 1, -1, -1, 1, 0, 0, 0, 0, 0, 0, 1, -1, 0, -1, 1, -1, -1, -1, 1, 0, 1, -1, 0, 1, 0, 1, 1, 0, 1, 1, -1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 0, 1, 0, 0, 0, -1, -1, -1, -1, 1, -1, 0, -1, 1, 0, 1, 1, 0, 1, -1, 1, 0, -1, 0, 0, -1, 1, 1, 0, 0, -1, -1, 0, 1, 1, 1, -1, -1, 1, -1, 0, 1, 1, 0, -1, -1, -1, 0, 1, -1, 1, 0, -1, 1, 1, 0, -1, -1, 1, 0, -1, 0, 0, -1, 0, 1, 0, 0",9.0,2,2,0.8845391273498535
"-1, 0, 1, 1, 0, 1, 0, -1, 1, 1, 1, 1, -1, 0, 0, 1, -1, -1, 0, -1, -1, 1, 1, 0, 1, 0, 0, -1, 1, 0, 0, -1, -1, -1, 1, 0, 1, 0, 0, 1, -1, 0, -1, -1, 0, -1, 1, 1, 0, -1, 1, 1, -1, -1, 1, -1, 0, -1, 0, 1, 0","0, 1, 0, -1, 0, -1, 1, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, -1, 1, -1, 1, 1, -1, 0, 1, 1, -1, 0, 1, 1, -1, 1, 0, 1, 1, -1, -1, -1, 0, 1, 1, 0, -1, -1, 1, -1, -1, 0, 0, -1, 0, 0, -1, 1, 0, 1, 0, 0, -1, -1, -1",9.0,"281, 496, 203, 307, 286, 279, 290, 261, 367, 301, 137, 72, 95, 436, 369, 424, 177, 102, 356, 76, 301, 96, 320, 90, 94, 87, 29, 296, 380, 218, 57, 371, 261, 369, 362, 152, 341, 138, 505, 310, 78, 343, 194, 399, 132, 93, 215, 327, 269, 495, 28, 345, 20, 244, 70, 410, 157, 78, 325, 271, 263","1, 0, 1, 1, -1, -1, -1, 0, 1, 1, 0, -1, -1, 1, -1, -1, 0, 0, -1, 0, 0, -1, 1, 0, 1, 0, 0, -1, -1, -1, 0, 1, 0, -1, 0, -1, 1, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, -1, 1, -1, 1, 1, -1, 0, 1, 1, -1, 0, 1, 1, -1, -1, -1, -1, 1, 0, 1, 0, 0, 1, -1, 0, -1, -1, 0, -1, 1, 1, 0, -1, 1, 1, -1, -1, 1, -1, 0, -1, 0, 1, 0, -1, 0, 1, 1, 0, 1, 0, -1, 1, 1, 1, 1, -1, 0, 0, 1, -1, -1, 0, -1, -1, 1, 1, 0, 1, 0, 0, -1, 1, 0, 0",9.0,"1, 0, 1, 1, -1, -1, -1, 0, 1, 1, 0, -1, -1, 1, -1, -1, 0, 0, -1, 0, 0, -1, 1, 0, 1, 0, 0, -1, -1, -1, 0, 1, 0, -1, 0, -1, 1, 1, 0, 1, 1, -1, 0, 0, 0, 0, 0, -1, 1, -1, 1, 1, -1, 0, 1, 1, -1, 0, 1, 1, -1, -1, -1, -1, 1, 0, 1, 0, 0, 1, -1, 0, -1, -1, 0, -1, 1, 1, 0, -1, 1, 1, -1, -1, 1, -1, 0, -1, 0, 1, 0, -1, 0, 1, 1, 0, 1, 0, -1, 1, 1, 1, 1, -1, 0, 0, 1, -1, -1, 0, -1, -1, 1, 1, 0, 1, 0, 0, -1, 1, 0, 0",9.0,2,2,0.8329272270202637
"0, 1, 0, 0, 1, -1, 0, 0, 0, -1, -1, 0, -1, 1, -1, 1, 1, 1, 1, 0, 0, 1, -1, -1, 1, 1, -1, 1, -1, -1, -1, 0, 0, 1, 0, 1, -1, -1, 0, 0, -1, 1, 1, -1, 0, 0, 1, -1, 1, 1, -1, 0, -1, 0, 1, -1, 1, -1, 1, 0, 0","1, 0, 0, -1, 1, 0, 0, 0, 0, -1, 1, -1, 0, 1, 1, -1, 0, 1, 0, -1, 1, 1, 1, 0, -1, 1, -1, 0, -1, 1, 0, -1, 0, 1, 1, 0, 1, 0, -1, 1, -1, 1, 1, 1, 0, -1, 1, -1, 0, -1, -1, 0, 0, -1, -1, -1, 0, 0, -1, -1, 1",9.0,"509, 405, 415, 152, 287, 374, 242, 390, 97, 214, 303, 320, 180, 309, 499, 7, 97, 74, 489, 160, 105, 219, 10, 112, 224, 45, 348, 432, 350, 470, 431, 393, 54, 88, 263, 243, 465, 82, 185, 146, 96, 179, 87, 466, 219, 64, 35, 273, 312, 441, 105, 129, 77, 284, 304, 33, 445, 474, 218, 256, 163","-1, 1, 0, 0, 0, 0, -1, 1, -1, 0, 1, 1, -1, 0, 1, 0, -1, 1, 1, 1, 0, -1, 1, -1, 0, -1, 1, 0, -1, 0, 1, 1, 0, 1, 0, -1, 1, -1, 1, 1, 1, 0, -1, 1, -1, 0, -1, -1, 0, 0, -1, -1, -1, 0, 0, -1, -1, 1, 1, 0, 0, 0, 1, -1, 0, 0, 0, -1, -1, 0, -1, 1, -1, 1, 1, 1, 1, 0, 0, 1, -1, -1, 1, 1, -1, 1, -1, -1, -1, 0, 0, 1, 0, 1, -1, -1, 0, 0, -1, 1, 1, -1, 0, 0, 1, -1, 1, 1, -1, 0, -1, 0, 1, -1, 1, -1, 1, 0, 0, 0, 1, 0",9.0,"-1, 1, 0, 0, 0, 0, -1, 1, -1, 0, 1, 1, -1, 0, 1, 0, -1, 1, 1, 1, 0, -1, 1, -1, 0, -1, 1, 0, -1, 0, 1, 1, 0, 1, 0, -1, 1, -1, 1, 1, 1, 0, -1, 1, -1, 0, -1, -1, 0, 0, -1, -1, -1, 0, 0, -1, -1, 1, 1, 0, 0, 0, 1, -1, 0, 0, 0, -1, -1, 0, -1, 1, -1, 1, 1, 1, 1, 0, 0, 1, -1, -1, 1, 1, -1, 1, -1, -1, -1, 0, 0, 1, 0, 1, -1, -1, 0, 0, -1, 1, 1, -1, 0, 0, 1, -1, 1, 1, -1, 0, -1, 0, 1, -1, 1, -1, 1, 0, 0, 0, 1, 0",9.0,2,2,0.8066344261169434
"-1, -1, 1, 1, 1, 0, -1, 1, -1, 0, -1, 1, 1, 0, 0, 1, 0, -1, 1, 1, 0, 0, 0, 1, -1, 0, -1, 0, -1, 0, -1, -1, 1, -1, 0, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 1, -1, 0, 1, 1, 1, 0, 0, 0, 0, -1, -1, 1","1, 1, 0, 0, -1, -1, 1, -1, 1, 0, 0, 1, -1, 0, -1, 0, 0, -1, -1, -1, 0, 1, -1, -1, -1, 1, 1, -1, 0, -1, 1, 0, -1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, -1, 1, 0, 1, -1, -1, 0, 0, -1, -1, 0, 1, 1, 0, -1, 1, 0, 0",9.0,"464, 272, 237, 262, 511, 499, 486, 176, 304, 412, 484, 383, 265, 479, 92, 46, 194, 240, 308, 409, 92, 507, 188, 43, 146, 205, 337, 220, 125, 91, 292, 84, 459, 256, 290, 504, 380, 457, 284, 509, 458, 335, 296, 406, 421, 9, 53, 182, 81, 347, 468, 65, 63, 447, 251, 313, 45, 468, 271, 207, 230","-1, -1, 1, 1, -1, 0, -1, 1, 0, -1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, -1, 1, 0, 1, -1, -1, 0, 0, -1, -1, 0, 1, 1, 0, -1, 1, 0, 0, 1, 1, 0, 0, -1, -1, 1, -1, 1, 0, 0, 1, -1, 0, -1, 0, 0, -1, -1, -1, 0, 1, -1, 1, -1, 0, -1, 0, -1, 0, -1, -1, 1, -1, 0, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 1, -1, 0, 1, 1, 1, 0, 0, 0, 0, -1, -1, 1, -1, -1, 1, 1, 1, 0, -1, 1, -1, 0, -1, 1, 1, 0, 0, 1, 0, -1, 1, 1, 0, 0, 0",9.0,"-1, -1, 1, 1, -1, 0, -1, 1, 0, -1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, -1, 1, 0, 1, -1, -1, 0, 0, -1, -1, 0, 1, 1, 0, -1, 1, 0, 0, 1, 1, 0, 0, -1, -1, 1, -1, 1, 0, 0, 1, -1, 0, -1, 0, 0, -1, -1, -1, 0, 1, -1, 1, -1, 0, -1, 0, -1, 0, -1, -1, 1, -1, 0, -1, 1, 0, 1, -1, 1, 0, 0, 1, -1, 1, -1, -1, 1, -1, 0, 1, 1, 1, 0, 0, 0, 0, -1, -1, 1, -1, -1, 1, 1, 1, 0, -1, 1, -1, 0, -1, 1, 1, 0, 0, 1, 0, -1, 1, 1, 0, 0, 0",9.0,2,2,0.7891654968261719
